"Grid_Point
Latitude","Grid_Point
Longitude",Date,ERA5_RAIN (mm)
22.8,75.9,06-10-2021,1.3651
22.8,76,06-10-2021,1.4455
22.8,76.1,06-10-2021,1.9687
22.6,75.7,07-10-2021,1.0186
22.6,75.8,07-10-2021,0.8767
22.6,75.9,07-10-2021,0.8321
22.6,76,07-10-2021,0.8916
22.6,76.1,07-10-2021,0.936
22.7,75.7,07-10-2021,0.8469
22.7,75.8,07-10-2021,0.7439
22.7,75.9,07-10-2021,0.7427
22.7,76,07-10-2021,0.8034
22.7,76.1,07-10-2021,0.8621
22.8,75.7,07-10-2021,0.5483
22.8,75.8,07-10-2021,0.5176
22.8,75.9,07-10-2021,0.5396
22.8,76,07-10-2021,0.591
22.8,76.1,07-10-2021,0.6467
22.6,75.7,08-10-2021,1.339
22.6,75.8,08-10-2021,1.3821
22.6,75.9,08-10-2021,1.3208
22.6,76,08-10-2021,1.1573
22.6,76.1,08-10-2021,0.9913
22.7,75.7,08-10-2021,1.2358
22.7,75.8,08-10-2021,1.2315
22.7,75.9,08-10-2021,1.1214
22.7,76,08-10-2021,0.9583
22.7,76.1,08-10-2021,0.8968
22.8,75.7,08-10-2021,0.993
22.8,75.8,08-10-2021,0.9062
22.8,75.9,08-10-2021,0.7679
22.8,76,08-10-2021,0.6868
22.8,76.1,08-10-2021,0.7094
22.6,75.7,09-10-2021,0.463
22.6,75.8,09-10-2021,0.325
22.6,75.9,09-10-2021,0.1834
22.6,76,09-10-2021,0.1292
22.6,76.1,09-10-2021,0.0785
22.7,75.7,09-10-2021,0.2889
22.7,75.8,09-10-2021,0.1877
22.7,75.9,09-10-2021,0.1339
22.7,76,09-10-2021,0.0817
22.7,76.1,09-10-2021,0.0483
22.8,75.7,09-10-2021,0.155
22.8,75.8,09-10-2021,0.1054
22.8,75.9,09-10-2021,0.0728
22.8,76,09-10-2021,0.0387
22.8,76.1,09-10-2021,0.0219
22.6,75.7,10-10-2021,0.7622
22.6,75.8,10-10-2021,0.8306
22.6,75.9,10-10-2021,0.7858
22.6,76,10-10-2021,0.6855
22.6,76.1,10-10-2021,0.5838
22.7,75.7,10-10-2021,0.6725
22.7,75.8,10-10-2021,0.71
22.7,75.9,10-10-2021,0.6641
22.7,76,10-10-2021,0.5649
22.7,76.1,10-10-2021,0.4742
22.8,75.7,10-10-2021,0.5625
22.8,75.8,10-10-2021,0.5411
22.8,75.9,10-10-2021,0.4766
22.8,76,10-10-2021,0.3902
22.8,76.1,10-10-2021,0.3059
22.6,75.7,11-10-2021,0.9122
22.6,75.8,11-10-2021,0.9291
22.6,75.9,11-10-2021,0.7786
22.6,76,11-10-2021,0.5509
22.6,76.1,11-10-2021,0.3302
22.7,75.7,11-10-2021,0.7357
22.7,75.8,11-10-2021,0.7374
22.7,75.9,11-10-2021,0.6308
22.7,76,11-10-2021,0.404
22.7,76.1,11-10-2021,0.2475
22.8,75.7,11-10-2021,0.5521
22.8,75.8,11-10-2021,0.5097
22.8,75.9,11-10-2021,0.3946
22.8,76,11-10-2021,0.2412
22.8,76.1,11-10-2021,0.1441
22.6,75.7,12-10-2021,0.0768
22.6,75.8,12-10-2021,0.0283
22.6,75.9,12-10-2021,0.0029
22.6,76,12-10-2021,0.002
22.6,76.1,12-10-2021,0.0012
22.7,75.7,12-10-2021,0.0635
22.7,75.8,12-10-2021,0.0223
22.7,75.9,12-10-2021,0.0024
22.7,76,12-10-2021,0.0014
22.7,76.1,12-10-2021,0.0009
22.8,75.7,12-10-2021,0.0484
22.8,75.8,12-10-2021,0.0197
22.8,75.9,12-10-2021,0.0041
22.8,76,12-10-2021,0.001
22.8,76.1,12-10-2021,0.0009
22.6,75.7,13-10-2021,0.0013
22.6,75.8,13-10-2021,0.0012
22.6,75.9,13-10-2021,0.0004
22.6,76,13-10-2021,0.0004
22.6,76.1,13-10-2021,0.0004
22.7,75.7,13-10-2021,0.0004
22.7,75.8,13-10-2021,0.0004
22.7,75.9,13-10-2021,0.0004
22.7,76,13-10-2021,0.0004
22.7,76.1,13-10-2021,0.0004
22.8,75.7,13-10-2021,0.0004
22.8,75.8,13-10-2021,0.0004
22.8,75.9,13-10-2021,0.0004
22.8,76,13-10-2021,0.0004
22.8,76.1,13-10-2021,0.0004
22.6,75.7,14-10-2021,0.0017
22.6,75.8,14-10-2021,0.0017
22.6,75.9,14-10-2021,0.0017
22.6,76,14-10-2021,0.0017
22.6,76.1,14-10-2021,0.0017
22.7,75.7,14-10-2021,0.0017
22.7,75.8,14-10-2021,0.0017
22.7,75.9,14-10-2021,0.0017
22.7,76,14-10-2021,0.0017
22.7,76.1,14-10-2021,0.0017
22.8,75.7,14-10-2021,0.0017
22.8,75.8,14-10-2021,0.0017
22.8,75.9,14-10-2021,0.0017
22.8,76,14-10-2021,0.0017
22.8,76.1,14-10-2021,0.0017
22.6,75.7,15-10-2021,0.0009
22.6,75.8,15-10-2021,0.0009
22.6,75.9,15-10-2021,0.0009
22.6,76,15-10-2021,0.0009
22.6,76.1,15-10-2021,0.0009
22.7,75.7,15-10-2021,0.0009
22.7,75.8,15-10-2021,0.0009
22.7,75.9,15-10-2021,0.0009
22.7,76,15-10-2021,0.0009
22.7,76.1,15-10-2021,0.0009
22.8,75.7,15-10-2021,0.0009
22.8,75.8,15-10-2021,0.0009
22.8,75.9,15-10-2021,0.0009
22.8,76,15-10-2021,0.0009
22.8,76.1,15-10-2021,0.0009
22.6,75.7,16-10-2021,2.0917
22.6,75.8,16-10-2021,2.6877
22.6,75.9,16-10-2021,2.7846
22.6,76,16-10-2021,2.626
22.6,76.1,16-10-2021,2.5073
22.7,75.7,16-10-2021,1.6002
22.7,75.8,16-10-2021,2.1175
22.7,75.9,16-10-2021,2.2835
22.7,76,16-10-2021,2.1317
22.7,76.1,16-10-2021,2.2244
22.8,75.7,16-10-2021,1.1488
22.8,75.8,16-10-2021,1.4839
22.8,75.9,16-10-2021,1.6068
22.8,76,16-10-2021,1.6893
22.8,76.1,16-10-2021,1.9836
22.6,75.7,17-10-2021,25.263
22.6,75.8,17-10-2021,28.7501
22.6,75.9,17-10-2021,35.068
22.6,76,17-10-2021,50.2184
22.6,76.1,17-10-2021,65.1357
22.7,75.7,17-10-2021,25.2509
22.7,75.8,17-10-2021,30.8968
22.7,75.9,17-10-2021,42.0323
22.7,76,17-10-2021,57.2417
22.7,76.1,17-10-2021,73.7494
22.8,75.7,17-10-2021,26.3397
22.8,75.8,17-10-2021,35.4787
22.8,75.9,17-10-2021,47.6586
22.8,76,17-10-2021,63.2871
22.8,76.1,17-10-2021,80.8309
22.6,75.7,18-10-2021,1.0132
22.6,75.8,18-10-2021,1.0418
22.6,75.9,18-10-2021,0.9959
22.6,76,18-10-2021,0.9264
22.6,76.1,18-10-2021,0.8577
22.7,75.7,18-10-2021,0.9796
22.7,75.8,18-10-2021,1.0602
22.7,75.9,18-10-2021,1.1262
22.7,76,18-10-2021,1.0564
22.7,76.1,18-10-2021,1.0336
22.8,75.7,18-10-2021,0.9643
22.8,75.8,18-10-2021,1.1142
22.8,75.9,18-10-2021,1.2184
22.8,76,18-10-2021,1.2164
22.8,76.1,18-10-2021,1.2334
22.6,75.7,19-10-2021,0.0013
22.6,75.8,19-10-2021,0.0013
22.6,75.9,19-10-2021,0.0013
22.6,76,19-10-2021,0.0013
22.6,76.1,19-10-2021,0.0013
22.7,75.7,19-10-2021,0.0013
22.7,75.8,19-10-2021,0.0013
22.7,75.9,19-10-2021,0.0013
22.7,76,19-10-2021,0.0013
22.7,76.1,19-10-2021,0.0013
22.8,75.7,19-10-2021,0.0013
22.8,75.8,19-10-2021,0.0013
22.8,75.9,19-10-2021,0.0013
22.8,76,19-10-2021,0.0013
22.8,76.1,19-10-2021,0.0013
22.6,75.7,20-10-2021,0
22.6,75.8,20-10-2021,0
22.6,75.9,20-10-2021,0
22.6,76,20-10-2021,0
22.6,76.1,20-10-2021,0.0005
22.7,75.7,20-10-2021,0
22.7,75.8,20-10-2021,0
22.7,75.9,20-10-2021,0
22.7,76,20-10-2021,0
22.7,76.1,20-10-2021,0
22.8,75.7,20-10-2021,0
22.8,75.8,20-10-2021,0
22.8,75.9,20-10-2021,0
22.8,76,20-10-2021,0
22.8,76.1,20-10-2021,0
22.6,75.7,21-10-2021,0
22.6,75.8,21-10-2021,0
22.6,75.9,21-10-2021,0
22.6,76,21-10-2021,0
22.6,76.1,21-10-2021,0
22.7,75.7,21-10-2021,0
22.7,75.8,21-10-2021,0
22.7,75.9,21-10-2021,0
22.7,76,21-10-2021,0
22.7,76.1,21-10-2021,0
22.8,75.7,21-10-2021,0
22.8,75.8,21-10-2021,0
22.8,75.9,21-10-2021,0
22.8,76,21-10-2021,0
22.8,76.1,21-10-2021,0
22.6,75.7,22-10-2021,0.0017
22.6,75.8,22-10-2021,0.0017
22.6,75.9,22-10-2021,0.0017
22.6,76,22-10-2021,0.0017
22.6,76.1,22-10-2021,0.0017
22.7,75.7,22-10-2021,0.0017
22.7,75.8,22-10-2021,0.0017
22.7,75.9,22-10-2021,0.0017
22.7,76,22-10-2021,0.0017
22.7,76.1,22-10-2021,0.0017
22.8,75.7,22-10-2021,0.0017
22.8,75.8,22-10-2021,0.0017
22.8,75.9,22-10-2021,0.0017
22.8,76,22-10-2021,0.0017
22.8,76.1,22-10-2021,0.0017
22.6,75.7,23-10-2021,0.0009
22.6,75.8,23-10-2021,0.0009
22.6,75.9,23-10-2021,0.0009
22.6,76,23-10-2021,0.0009
22.6,76.1,23-10-2021,0.0009
22.7,75.7,23-10-2021,0.0009
22.7,75.8,23-10-2021,0.0009
22.7,75.9,23-10-2021,0.0009
22.7,76,23-10-2021,0.0009
22.7,76.1,23-10-2021,0.0009
22.8,75.7,23-10-2021,0.0009
22.8,75.8,23-10-2021,0.0009
22.8,75.9,23-10-2021,0.0009
22.8,76,23-10-2021,0.0009
22.8,76.1,23-10-2021,0.0009
22.6,75.7,24-10-2021,0
22.6,75.8,24-10-2021,0
22.6,75.9,24-10-2021,0
22.6,76,24-10-2021,0
22.6,76.1,24-10-2021,0
22.7,75.7,24-10-2021,0
22.7,75.8,24-10-2021,0
22.7,75.9,24-10-2021,0
22.7,76,24-10-2021,0
22.7,76.1,24-10-2021,0
22.8,75.7,24-10-2021,0
22.8,75.8,24-10-2021,0
22.8,75.9,24-10-2021,0
22.8,76,24-10-2021,0
22.8,76.1,24-10-2021,0
22.6,75.7,25-10-2021,0.1674
22.6,75.8,25-10-2021,0.2477
22.6,75.9,25-10-2021,0.3031
22.6,76,25-10-2021,0.4232
22.6,76.1,25-10-2021,0.5393
22.7,75.7,25-10-2021,0.1437
22.7,75.8,25-10-2021,0.2018
22.7,75.9,25-10-2021,0.2607
22.7,76,25-10-2021,0.38
22.7,76.1,25-10-2021,0.4528
22.8,75.7,25-10-2021,0.0951
22.8,75.8,25-10-2021,0.1151
22.8,75.9,25-10-2021,0.1543
22.8,76,25-10-2021,0.2236
22.8,76.1,25-10-2021,0.2561
22.6,75.7,26-10-2021,0.6248
22.6,75.8,26-10-2021,0.6758
22.6,75.9,26-10-2021,0.6648
22.6,76,26-10-2021,0.5323
22.6,76.1,26-10-2021,0.4047
22.7,75.7,26-10-2021,0.5225
22.7,75.8,26-10-2021,0.571
22.7,75.9,26-10-2021,0.5479
22.7,76,26-10-2021,0.4165
22.7,76.1,26-10-2021,0.3466
22.8,75.7,26-10-2021,0.3257
22.8,75.8,26-10-2021,0.3647
22.8,75.9,26-10-2021,0.3477
22.8,76,26-10-2021,0.2837
22.8,76.1,26-10-2021,0.2663
22.6,75.7,27-10-2021,0.433
22.6,75.8,27-10-2021,0.3548
22.6,75.9,27-10-2021,0.3344
22.6,76,27-10-2021,0.4268
22.6,76.1,27-10-2021,0.5032
22.7,75.7,27-10-2021,0.3902
22.7,75.8,27-10-2021,0.3356
22.7,75.9,27-10-2021,0.3577
22.7,76,27-10-2021,0.4495
22.7,76.1,27-10-2021,0.5196
22.8,75.7,27-10-2021,0.318
22.8,75.8,27-10-2021,0.3048
22.8,75.9,27-10-2021,0.3378
22.8,76,27-10-2021,0.4021
22.8,76.1,27-10-2021,0.4555
22.6,75.7,28-10-2021,0
22.6,75.8,28-10-2021,0
22.6,75.9,28-10-2021,0
22.6,76,28-10-2021,0
22.6,76.1,28-10-2021,0
22.7,75.7,28-10-2021,0
22.7,75.8,28-10-2021,0
22.7,75.9,28-10-2021,0
22.7,76,28-10-2021,0
22.7,76.1,28-10-2021,0
22.8,75.7,28-10-2021,0
22.8,75.8,28-10-2021,0
22.8,75.9,28-10-2021,0
22.8,76,28-10-2021,0
22.8,76.1,28-10-2021,0
22.6,75.7,29-10-2021,0
22.6,75.8,29-10-2021,0
22.6,75.9,29-10-2021,0
22.6,76,29-10-2021,0
22.6,76.1,29-10-2021,0
22.7,75.7,29-10-2021,0
22.7,75.8,29-10-2021,0
22.7,75.9,29-10-2021,0
22.7,76,29-10-2021,0
22.7,76.1,29-10-2021,0
22.8,75.7,29-10-2021,0
22.8,75.8,29-10-2021,0
22.8,75.9,29-10-2021,0
22.8,76,29-10-2021,0
22.8,76.1,29-10-2021,0
22.6,75.7,30-10-2021,0.0009
22.6,75.8,30-10-2021,0.0009
22.6,75.9,30-10-2021,0.0009
22.6,76,30-10-2021,0.0009
22.6,76.1,30-10-2021,0.0009
22.7,75.7,30-10-2021,0.0009
22.7,75.8,30-10-2021,0.0009
22.7,75.9,30-10-2021,0.0009
22.7,76,30-10-2021,0.0009
22.7,76.1,30-10-2021,0.0009
22.8,75.7,30-10-2021,0.0009
22.8,75.8,30-10-2021,0.0009
22.8,75.9,30-10-2021,0.0009
22.8,76,30-10-2021,0.0009
22.8,76.1,30-10-2021,0.0009
22.6,75.7,31-10-2021,0
22.6,75.8,31-10-2021,0
22.6,75.9,31-10-2021,0
22.6,76,31-10-2021,0
22.6,76.1,31-10-2021,0
22.7,75.7,31-10-2021,0
22.7,75.8,31-10-2021,0
22.7,75.9,31-10-2021,0
22.7,76,31-10-2021,0
22.7,76.1,31-10-2021,0
22.8,75.7,31-10-2021,0
22.8,75.8,31-10-2021,0
22.8,75.9,31-10-2021,0
22.8,76,31-10-2021,0
22.8,76.1,31-10-2021,0
22.6,75.7,01-10-2022,0.7798
22.6,75.8,01-10-2022,0.6339
22.6,75.9,01-10-2022,0.5831
22.6,76,01-10-2022,0.7539
22.6,76.1,01-10-2022,0.9
22.7,75.7,01-10-2022,0.7052
22.7,75.8,01-10-2022,0.5382
22.7,75.9,01-10-2022,0.477
22.7,76,01-10-2022,0.6462
22.7,76.1,01-10-2022,0.7296
22.8,75.7,01-10-2022,0.6447
22.8,75.8,01-10-2022,0.4502
22.8,75.9,01-10-2022,0.3591
22.8,76,01-10-2022,0.4163
22.8,76.1,01-10-2022,0.4266
22.6,75.7,02-10-2022,0.085
22.6,75.8,02-10-2022,0.1059
22.6,75.9,02-10-2022,0.2175
22.6,76,02-10-2022,0.535
22.6,76.1,02-10-2022,0.8315
22.7,75.7,02-10-2022,0.215
22.7,75.8,02-10-2022,0.168
22.7,75.9,02-10-2022,0.1909
22.7,76,02-10-2022,0.5029
22.7,76.1,02-10-2022,0.7376
22.8,75.7,02-10-2022,0.3809
22.8,75.8,02-10-2022,0.2329
22.8,75.9,02-10-2022,0.1927
22.8,76,02-10-2022,0.3822
22.8,76.1,02-10-2022,0.5485
22.6,75.7,03-10-2022,0.3127
22.6,75.8,03-10-2022,0.4212
22.6,75.9,03-10-2022,0.4109
22.6,76,03-10-2022,0.272
22.6,76.1,03-10-2022,0.1385
22.7,75.7,03-10-2022,0.388
22.7,75.8,03-10-2022,0.426
22.7,75.9,03-10-2022,0.3276
22.7,76,03-10-2022,0.1888
22.7,76.1,03-10-2022,0.1217
22.8,75.7,03-10-2022,0.484
22.8,75.8,03-10-2022,0.3995
22.8,75.9,03-10-2022,0.2562
22.8,76,03-10-2022,0.1709
22.8,76.1,03-10-2022,0.1633
22.6,75.7,04-10-2022,0.0395
22.6,75.8,04-10-2022,0.0259
22.6,75.9,04-10-2022,0.0195
22.6,76,04-10-2022,0.013
22.6,76.1,04-10-2022,0.0069
22.7,75.7,04-10-2022,0.0288
22.7,75.8,04-10-2022,0.0188
22.7,75.9,04-10-2022,0.0141
22.7,76,04-10-2022,0.0074
22.7,76.1,04-10-2022,0.0037
22.8,75.7,04-10-2022,0.0131
22.8,75.8,04-10-2022,0.0096
22.8,75.9,04-10-2022,0.0075
22.8,76,04-10-2022,0.0037
22.8,76.1,04-10-2022,0.0018
22.6,75.7,05-10-2022,3.3993
22.6,75.8,05-10-2022,3.9481
22.6,75.9,05-10-2022,4.4209
22.6,76,05-10-2022,5.2428
22.6,76.1,05-10-2022,6.0892
22.7,75.7,05-10-2022,2.3917
22.7,75.8,05-10-2022,2.8138
22.7,75.9,05-10-2022,3.2468
22.7,76,05-10-2022,4.06
22.7,76.1,05-10-2022,4.7827
22.8,75.7,05-10-2022,1.5514
22.8,75.8,05-10-2022,1.75
22.8,75.9,05-10-2022,2.063
22.8,76,05-10-2022,2.7152
22.8,76.1,05-10-2022,3.3557
22.6,75.7,06-10-2022,24.6932
22.6,75.8,06-10-2022,24.0243
22.6,75.9,06-10-2022,22.3637
22.6,76,06-10-2022,19.5834
22.6,76.1,06-10-2022,16.8446
22.7,75.7,06-10-2022,20.0246
22.7,75.8,06-10-2022,20.7408
22.7,75.9,06-10-2022,21.4321
22.7,76,06-10-2022,18.7116
22.7,76.1,06-10-2022,16.3
22.8,75.7,06-10-2022,14.7931
22.8,75.8,06-10-2022,17.5805
22.8,75.9,06-10-2022,19.3711
22.8,76,06-10-2022,17.7091
22.8,76.1,06-10-2022,15.6006
22.6,75.7,07-10-2022,24.8344
22.6,75.8,07-10-2022,25.8308
22.6,75.9,07-10-2022,25.8717
22.6,76,07-10-2022,24.4313
22.6,76.1,07-10-2022,22.9116
22.7,75.7,07-10-2022,21.5995
22.7,75.8,07-10-2022,23.6733
22.7,75.9,07-10-2022,25.4261
22.7,76,07-10-2022,24.0333
22.7,76.1,07-10-2022,23.3219
22.8,75.7,07-10-2022,17.7211
22.8,75.8,07-10-2022,21.3816
22.8,75.9,07-10-2022,24.02
22.8,76,07-10-2022,23.881
22.8,76.1,07-10-2022,23.7765
22.6,75.7,08-10-2022,3.2833
22.6,75.8,08-10-2022,3.4584
22.6,75.9,08-10-2022,3.319
22.6,76,08-10-2022,3.0652
22.6,76.1,08-10-2022,2.8103
22.7,75.7,08-10-2022,3.5295
22.7,75.8,08-10-2022,3.6866
22.7,75.9,08-10-2022,3.6597
22.7,76,08-10-2022,3.4064
22.7,76.1,08-10-2022,3.0069
22.8,75.7,08-10-2022,3.8586
22.8,75.8,08-10-2022,3.9531
22.8,75.9,08-10-2022,3.9201
22.8,76,08-10-2022,3.5956
22.8,76.1,08-10-2022,3.076
22.6,75.7,09-10-2022,0.7755
22.6,75.8,09-10-2022,0.7483
22.6,75.9,09-10-2022,0.7647
22.6,76,09-10-2022,0.9352
22.6,76.1,09-10-2022,1.0841
22.7,75.7,09-10-2022,0.7571
22.7,75.8,09-10-2022,0.7547
22.7,75.9,09-10-2022,0.8414
22.7,76,09-10-2022,1.0098
22.7,76.1,09-10-2022,1.0752
22.8,75.7,09-10-2022,0.7308
22.8,75.8,09-10-2022,0.7733
22.8,75.9,09-10-2022,0.8708
22.8,76,09-10-2022,0.9487
22.8,76.1,09-10-2022,0.9295
22.6,75.7,10-10-2022,8.6096
22.6,75.8,10-10-2022,9.6141
22.6,75.9,10-10-2022,9.0806
22.6,76,10-10-2022,7.8471
22.6,76.1,10-10-2022,6.6903
22.7,75.7,10-10-2022,8.0022
22.7,75.8,10-10-2022,9.0735
22.7,75.9,10-10-2022,9.2903
22.7,76,10-10-2022,8.0998
22.7,76.1,10-10-2022,7.9319
22.8,75.7,10-10-2022,7.7864
22.8,75.8,10-10-2022,8.8023
22.8,75.9,10-10-2022,9.1135
22.8,76,10-10-2022,8.9715
22.8,76.1,10-10-2022,9.6673
22.6,75.7,11-10-2022,3.4974
22.6,75.8,11-10-2022,4.7341
22.6,75.9,11-10-2022,5.3972
22.6,76,11-10-2022,6.217
22.6,76.1,11-10-2022,6.9282
22.7,75.7,11-10-2022,2.7598
22.7,75.8,11-10-2022,3.6833
22.7,75.9,11-10-2022,4.2458
22.7,76,11-10-2022,5.0554
22.7,76.1,11-10-2022,5.5932
22.8,75.7,11-10-2022,1.9718
22.8,75.8,11-10-2022,2.343
22.8,75.9,11-10-2022,2.6656
22.8,76,11-10-2022,3.1796
22.8,76.1,11-10-2022,3.484
22.6,75.7,12-10-2022,0.0053
22.6,75.8,12-10-2022,0.0057
22.6,75.9,12-10-2022,0.0081
22.6,76,12-10-2022,0.0081
22.6,76.1,12-10-2022,0.0085
22.7,75.7,12-10-2022,0.0009
22.7,75.8,12-10-2022,0.0009
22.7,75.9,12-10-2022,0.0009
22.7,76,12-10-2022,0.0009
22.7,76.1,12-10-2022,0.0009
22.8,75.7,12-10-2022,0.0009
22.8,75.8,12-10-2022,0.0009
22.8,75.9,12-10-2022,0.0009
22.8,76,12-10-2022,0.0009
22.8,76.1,12-10-2022,0.0009
22.6,75.7,13-10-2022,0.0013
22.6,75.8,13-10-2022,0.0013
22.6,75.9,13-10-2022,0.0022
22.6,76,13-10-2022,0.0023
22.6,76.1,13-10-2022,0.0032
22.7,75.7,13-10-2022,0.0013
22.7,75.8,13-10-2022,0.0013
22.7,75.9,13-10-2022,0.0016
22.7,76,13-10-2022,0.0021
22.7,76.1,13-10-2022,0.0022
22.8,75.7,13-10-2022,0.0013
22.8,75.8,13-10-2022,0.0013
22.8,75.9,13-10-2022,0.0013
22.8,76,13-10-2022,0.002
22.8,76.1,13-10-2022,0.0021
22.6,75.7,14-10-2022,0.0009
22.6,75.8,14-10-2022,0.0009
22.6,75.9,14-10-2022,0.0009
22.6,76,14-10-2022,0.0009
22.6,76.1,14-10-2022,0.0009
22.7,75.7,14-10-2022,0.0009
22.7,75.8,14-10-2022,0.0009
22.7,75.9,14-10-2022,0.0009
22.7,76,14-10-2022,0.0009
22.7,76.1,14-10-2022,0.0009
22.8,75.7,14-10-2022,0.0009
22.8,75.8,14-10-2022,0.0009
22.8,75.9,14-10-2022,0.0009
22.8,76,14-10-2022,0.0009
22.8,76.1,14-10-2022,0.0009
22.6,75.7,15-10-2022,0
22.6,75.8,15-10-2022,0
22.6,75.9,15-10-2022,0
22.6,76,15-10-2022,0
22.6,76.1,15-10-2022,0
22.7,75.7,15-10-2022,0
22.7,75.8,15-10-2022,0
22.7,75.9,15-10-2022,0
22.7,76,15-10-2022,0
22.7,76.1,15-10-2022,0
22.8,75.7,15-10-2022,0
22.8,75.8,15-10-2022,0
22.8,75.9,15-10-2022,0
22.8,76,15-10-2022,0
22.8,76.1,15-10-2022,0
22.6,75.7,16-10-2022,0.0009
22.6,75.8,16-10-2022,0.0009
22.6,75.9,16-10-2022,0.0009
22.6,76,16-10-2022,0.0009
22.6,76.1,16-10-2022,0.0009
22.7,75.7,16-10-2022,0.0009
22.7,75.8,16-10-2022,0.0009
22.7,75.9,16-10-2022,0.0009
22.7,76,16-10-2022,0.0009
22.7,76.1,16-10-2022,0.0009
22.8,75.7,16-10-2022,0.0009
22.8,75.8,16-10-2022,0.0009
22.8,75.9,16-10-2022,0.0009
22.8,76,16-10-2022,0.0009
22.8,76.1,16-10-2022,0.0009
22.6,75.7,17-10-2022,0.0031
22.6,75.8,17-10-2022,0.0031
22.6,75.9,17-10-2022,0.0019
22.6,76,17-10-2022,0.0018
22.6,76.1,17-10-2022,0.0018
22.7,75.7,17-10-2022,0.0013
22.7,75.8,17-10-2022,0.0013
22.7,75.9,17-10-2022,0.0013
22.7,76,17-10-2022,0.0013
22.7,76.1,17-10-2022,0.0013
22.8,75.7,17-10-2022,0.0013
22.8,75.8,17-10-2022,0.0013
22.8,75.9,17-10-2022,0.0013
22.8,76,17-10-2022,0.0013
22.8,76.1,17-10-2022,0.0013
22.6,75.7,18-10-2022,0.7084
22.6,75.8,18-10-2022,0.6011
22.6,75.9,18-10-2022,0.4937
22.6,76,18-10-2022,0.3877
22.6,76.1,18-10-2022,0.2899
22.7,75.7,18-10-2022,0.526
22.7,75.8,18-10-2022,0.4459
22.7,75.9,18-10-2022,0.3838
22.7,76,18-10-2022,0.2817
22.7,76.1,18-10-2022,0.2217
22.8,75.7,18-10-2022,0.3135
22.8,75.8,18-10-2022,0.2777
22.8,75.9,18-10-2022,0.2353
22.8,76,18-10-2022,0.1771
22.8,76.1,18-10-2022,0.154
22.6,75.7,19-10-2022,0.0437
22.6,75.8,19-10-2022,0.033
22.6,75.9,19-10-2022,0.0262
22.6,76,19-10-2022,0.0161
22.6,76.1,19-10-2022,0.0067
22.7,75.7,19-10-2022,0.0331
22.7,75.8,19-10-2022,0.025
22.7,75.9,19-10-2022,0.0194
22.7,76,19-10-2022,0.0098
22.7,76.1,19-10-2022,0.0039
22.8,75.7,19-10-2022,0.0155
22.8,75.8,19-10-2022,0.0132
22.8,75.9,19-10-2022,0.0097
22.8,76,19-10-2022,0.004
22.8,76.1,19-10-2022,0.0017
22.6,75.7,20-10-2022,0.0017
22.6,75.8,20-10-2022,0.0017
22.6,75.9,20-10-2022,0.0017
22.6,76,20-10-2022,0.0017
22.6,76.1,20-10-2022,0.0017
22.7,75.7,20-10-2022,0.0017
22.7,75.8,20-10-2022,0.0017
22.7,75.9,20-10-2022,0.0017
22.7,76,20-10-2022,0.0017
22.7,76.1,20-10-2022,0.0017
22.8,75.7,20-10-2022,0.0017
22.8,75.8,20-10-2022,0.0017
22.8,75.9,20-10-2022,0.0017
22.8,76,20-10-2022,0.0017
22.8,76.1,20-10-2022,0.0017
22.6,75.7,21-10-2022,0
22.6,75.8,21-10-2022,0
22.6,75.9,21-10-2022,0
22.6,76,21-10-2022,0
22.6,76.1,21-10-2022,0
22.7,75.7,21-10-2022,0
22.7,75.8,21-10-2022,0
22.7,75.9,21-10-2022,0
22.7,76,21-10-2022,0
22.7,76.1,21-10-2022,0
22.8,75.7,21-10-2022,0
22.8,75.8,21-10-2022,0
22.8,75.9,21-10-2022,0
22.8,76,21-10-2022,0
22.8,76.1,21-10-2022,0
22.6,75.7,22-10-2022,0
22.6,75.8,22-10-2022,0
22.6,75.9,22-10-2022,0
22.6,76,22-10-2022,0
22.6,76.1,22-10-2022,0
22.7,75.7,22-10-2022,0
22.7,75.8,22-10-2022,0
22.7,75.9,22-10-2022,0
22.7,76,22-10-2022,0
22.7,76.1,22-10-2022,0
22.8,75.7,22-10-2022,0
22.8,75.8,22-10-2022,0
22.8,75.9,22-10-2022,0
22.8,76,22-10-2022,0
22.8,76.1,22-10-2022,0
22.6,75.7,23-10-2022,0.0004
22.6,75.8,23-10-2022,0.0004
22.6,75.9,23-10-2022,0.0004
22.6,76,23-10-2022,0.0004
22.6,76.1,23-10-2022,0.0004
22.7,75.7,23-10-2022,0.0004
22.7,75.8,23-10-2022,0.0004
22.7,75.9,23-10-2022,0.0004
22.7,76,23-10-2022,0.0004
22.7,76.1,23-10-2022,0.0004
22.8,75.7,23-10-2022,0.0004
22.8,75.8,23-10-2022,0.0004
22.8,75.9,23-10-2022,0.0004
22.8,76,23-10-2022,0.0004
22.8,76.1,23-10-2022,0.0004
22.6,75.7,24-10-2022,0
22.6,75.8,24-10-2022,0
22.6,75.9,24-10-2022,0
22.6,76,24-10-2022,0
22.6,76.1,24-10-2022,0
22.7,75.7,24-10-2022,0
22.7,75.8,24-10-2022,0
22.7,75.9,24-10-2022,0
22.7,76,24-10-2022,0
22.7,76.1,24-10-2022,0
22.8,75.7,24-10-2022,0
22.8,75.8,24-10-2022,0
22.8,75.9,24-10-2022,0
22.8,76,24-10-2022,0
